show_id,content,type,country,date_added,release_year,rating,duration,listed_in
s200,"Koi Aap Sa Partho Mitra Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta Star athlete Rohan has his eye on a beautiful art student. But when his best friend Simran experiences a crisis, he drops everything to help her.",Movie,India,"August 27, 2021",2006,,135 min,"Comedies, Dramas, International Movies"
s201,"Krishna Cottage Santram Varma Sohail Khan, Isha Koppikar, Natassha, Rati Agnihotri, Vrajesh Hirjee, Divya Palat, Hiten Tejwani, Rajendranath Zutshi True love is put to the test when another woman comes between a pair of star-crossed young lovers in this thriller.",Movie,India,"August 27, 2021",2004,,124 min,"Action & Adventure, Horror Movies, International Movies"
s202,"Kucch To Hai Anil V. Kumar, Anurag Basu Tusshar Kapoor, Esha Deol, Natassha, Vrajesh Hirjee, Kusumit Sana, Rishi Kapoor, Moon Moon Sen, Johny Lever, Ashay Chitre, Jeetendra A student tries to steal a test from a teacher's home, leaving him for dead after an accident. A string of murders may be the professor's revenge.",Movie,India,"August 27, 2021",2003,,136 min,"Dramas, International Movies, Thrillers"
s203,"Kyaa Kool Hai Hum Sangeeth Sivan Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia, Anupam Kher, Jay Sean Longtime friends Rahul and Karan head to Mumbai intent on making their dreams come true, but both men are suddenly saddled with bad luck.",Movie,India,"August 27, 2021",2005,,165 min,"Comedies, International Movies, Music & Musicals"
s204,"Kyaa Kool Hain Hum 3 Umesh Ghadge Tusshar Kapoor, Aftab Shivdasani, Krishna Abhishek, Mandana Karimi, Shakti Kapoor, Darshan Jariwala, Sushmita Mukherjee, Meghna Naidu, Anand Kumar, Claudia Ciesla When an unlikely porn actor falls for a woman outside the industry, he employs his co-stars as a stand-in traditional family to impress her father.",Movie,India,"August 27, 2021",2016,,124 min,"Comedies, International Movies"
s205,"Kyaa Super Kool Hain Hum Sachin Yardi Tusshar Kapoor, Riteish Deshmukh, Anupam Kher, Rohit Shetty, Neha Sharma, Chunky Pandey, Sarah-Jane Dias, Razak Khan, Kavin Dave An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.",Movie,India,"August 27, 2021",2012,,136 min,"Comedies, International Movies"
s206,"Kyo Kii... Main Jhuth Nahin Bolta David Dhawan Govinda, Sushmita Sen, Rambha, Anupam Kher, Satish Kaushik, Sharad Kapoor, Kiran Kumar, Mohnish Bahl The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.",Movie,India,"August 27, 2021",2001,,150 min,"Comedies, International Movies, Sci-Fi & Fantasy"
s207,"LSD: Love, Sex Aur Dhokha Dibakar Banerjee Nushrat Bharucha, Anshuman Jha, Neha Chauhan, Rajkummar Rao, Arya Banerjee, Amit Sial, Herry Tangri This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.",Movie,India,"August 27, 2021",2010,,112 min,"Dramas, Independent Movies, International Movies"
s208,"Mission Istaanbul: Darr Ke Aagey Jeet Hai Apoorva Lakhia Vivek Oberoi, Zayed Khan, Shriya Saran, Nikitin Dheer, Shabbir Ahluwalia, Sunil Shetty, Shweta Bhardwaj A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.",Movie,India,"August 27, 2021",2008,,119 min,"Action & Adventure, International Movies, Music & Musicals"
s209,"Once Upon a Time in Mumbaai Milan Luthria Ajay Devgn, Emraan Hashmi, Kangana Ranaut, Prachi Desai, Randeep Hooda, Naved Aslam, Asif Basra, Avtar Gill Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime.",Movie,India,"August 27, 2021",2010,,133 min,"Dramas, International Movies, Music & Musicals"
s210,"Once Upon a Time in Mumbai Dobaara! Milan Luthria Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre, Sarfaraz Khan, Mahesh Manjrekar, Abhimanyu Singh, Kurush Deboo, Pitobash, Chetan Hansraj This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control.",Movie,India,"August 27, 2021",2013,,142 min,"Dramas, International Movies, Music & Musicals"
s211,"Ragini MMS Pawan Kripalani Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.",Movie,India,"August 27, 2021",2011,,93 min,"Horror Movies, International Movies"
s212,"Ragini MMS 2 Bhushan Patel Sunny Leone, Saahil Prem, Parvin Dabas, Sandhya Mridul, Divya Dutta, Soniya Mehra, Kainaz Motivala, Karan Mehra The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.",Movie,India,"August 27, 2021",2014,,113 min,"Horror Movies, International Movies"
s213,"Rebellion nan Charlie Murphy, Ruth Bradley, Sarah Greene, Brian Gleeson, Michelle Fairley, Ian McElhinney, Michael Ford-FitzGerald, Paul Reid, Barry Ward, Tom Turner, Perdita Weeks, Andrew Simpson, Sophie Robinson As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.",TV Show,Ireland,"August 27, 2021",2016,,2 Seasons,"International TV Shows, TV Dramas"
s214,"RIDE ON TIME nan King & Prince, Hey! Say! JUMP, KAT-TUN, NEWS, Kansai Johnny's Jr., Snow Man, Tomoyuki Yara, Travis Japan, Bi shonen, SixTONES, HiHi Jets, Kis-My-Ft2, Koichi Domoto Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.",TV Show,nan,"August 27, 2021",2021,,3 Seasons,"Docuseries, International TV Shows"
s215,"SAS: Rise of the Black Swan Magnus Martens Sam Heughan, Ruby Rose, Andy Serkis, Hannah John-Kamen, Tom Wilkinson, Tom Hopper, Noel Clarke, Anne Reid, Owain Yeoman, Jing Lusi, Ray Panthaki, Richard McCabe, Douglas Reith A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train.",Movie,nan,"August 27, 2021",2021,,124 min,"Action & Adventure, International Movies"
s216,"Shootout at Lokhandwala Apoorva Lakhia Amitabh Bachchan, Sanjay Dutt, Sunil Shetty, Arbaaz Khan, Abhishek Bachchan, Vivek Oberoi, Tusshar Kapoor, Rohit Roy, Shabbir Ahluwalia, Dia Mirza, Amrita Singh, Neha Dhupia Based on a true story, this action film follows an incident that stunned a nation in the early 1990s. In Mumbai, India, the notorious gangster Maya holds off veteran cop Khan and a force of more than 200 policemen in a six-hour bloody gunfight.",Movie,India,"August 27, 2021",2007,,116 min,"Action & Adventure, Dramas, International Movies"
s217,"Shor In the City Raj Nidimoru, Krishna D.K. Sendhil Ramamurthy, Tusshar Kapoor, Nikhil Dwivedi, Preeti Desai, Sundeep Kishan, Radhika Apte, Pitobash, Girija Oak, Alok Chaturvedi, Sudhir Chowdhary When three small-time Mumbai crooks steal a bag on a train, they find that it's filled with weapons and realize that their lives may be in danger.",Movie,India,"August 27, 2021",2011,,106 min,"Comedies, Dramas, Independent Movies"
s218,"The Dirty Picture Milan Luthria Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah, Rajesh Sharma, Imran Hasnee, Anju Mahendru After running away from home in search of movie stardom, a village girl rises to become a prominent sex symbol.",Movie,India,"August 27, 2021",2011,,145 min,"Comedies, Dramas, International Movies"
s219,"Titletown High nan nan In a Georgia town where football rules and winning is paramount, a high school team tackles romance, rivalries and real life while vying for a title.",TV Show,nan,"August 27, 2021",2021,,1 Season,"Reality TV, Teen TV Shows"
s220,"EDENS ZERO nan Takuma Terashima, Mikako Komatsu, Rie Kugimiya, Hiromichi Tezuka, Shiori Izawa, Shiki Aoki, Sayaka Ohara, Hochu Otsuka, Kikuko Inoue Aboard the Edens Zero, a lonely boy with the ability to control gravity embarks on an adventure to meet the fabled space goddess known as Mother.",TV Show,Japan,"August 26, 2021",2021,,1 Season,"Anime Series, International TV Shows"
s221,"Family Reunion nan Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Richard Roundtree When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways.",TV Show,United States,"August 26, 2021",2021,,4 Seasons,"Kids' TV, TV Comedies"
s222,"Bob Ross: Happy Accidents, Betrayal & Greed Joshua Rofé Bob Ross Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.",Movie,nan,"August 25, 2021",2021,,93 min,Documentaries
s244,"Everything Will Be Fine nan Lucía Uribe, Flavio Medina, Isabella Vazquez Morales, Pierre Louis, Mercedes Hernández A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world.",TV Show,nan,"August 20, 2021",2021,,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s223,"Clickbait Brad Anderson Zoe Kazan, Betty Gabriel, Adrian Grenier, Phoenix Raei, Abraham Lim, Jessica Collins, Camaron Engels, Jaylin Fletcher, Liz Alexander, Joyce Guy, Daniel Henshall, Ian Meadows, Jamie Timony, Steve Mouzakis, Becca Lish When family man Nick Brewer is abducted in a crime with a sinister online twist, those closest to him race to uncover who is behind it and why.",TV Show,nan,"August 25, 2021",2021,,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries"
s224,"John of God: The Crimes of a Spiritual Healer Mauricio Dias, Tatiana Villela nan Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",TV Show,nan,"August 25, 2021",2021,,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s225,"Motel Makeover nan nan Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.",TV Show,nan,"August 25, 2021",2021,,1 Season,"International TV Shows, Reality TV"
s226,"Open Your Eyes nan Maria Wawreniuk, Ignacy Liss, Michał Sikorski, Wojciech Dolatowski, Klaudia Koścista, Zuzanna Galewicz, Marta Nieradkiewicz, Sara Celler Jezierska, Pola Król, Marcin Czarnik, Martyna Nowakowska After a tragic accident, an amnesiac teen tries to rebuild her life at a memory disorders center but becomes suspicious of her unconventional treatment.",TV Show,nan,"August 25, 2021",2021,,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s227,"Post Mortem: No One Dies in Skarnes nan Kathrine Thorborg Johansen, Elias Holmen Sørensen, André Sørum, Kim Fairchild, Sara Khorami, Terje Strømdahl, Øystein Røger, Marianne Jonger, Martin Karelius She's back from the dead and has a newfound thirst for blood. Meanwhile, her family's funeral parlor desperately needs more business. Hmm, what if...",TV Show,nan,"August 25, 2021",2021,,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s228,"Really Love Angel Kristi Williams Kofi Siriboe, Yootha Wong-Loi-Sing, Michael Ealy, Uzo Aduba A rising Black painter tries to break into a competitive art world while balancing an unexpected romance with an ambitious law student.",Movie,United States,"August 25, 2021",2020,,95 min,"Dramas, Independent Movies, Romantic Movies"
s229,"The November Man Roger Donaldson Pierce Brosnan, Luke Bracey, Olga Kurylenko, Eliza Taylor, Caterina Scorsone, Bill Smitrovich, Will Patton, Amila Terzimehic, Lazar Ristovski, Mediha Musliovic An ex-CIA agent emerges from retirement to protect an important witness, but he soon discovers that old friends can make the most dangerous enemies.",Movie,"United States, United Kingdom","August 25, 2021",2014,,108 min,Action & Adventure
s230,"The Old Ways Christopher Alender Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed.",Movie,United States,"August 25, 2021",2020,,90 min,Horror Movies
s231,"The River Runner Rush Sturges nan In this documentary, a kayaker sets out to become the first man to paddle the four great rivers that flow from Tibet's sacred Mount Kailash.",Movie,nan,"August 25, 2021",2021,,86 min,"Documentaries, Sports Movies"
s232,"The Water Man David Oyelowo David Oyelowo, Rosario Dawson, Lonnie Chavis, Amiah Miller, Alfred Molina, Maria Bello Desperate to save his ailing mother, 11-year-old Gunner runs away from home on a quest to find a mythic figure rumored to have the power to cheat death.",Movie,United States,"August 25, 2021",2021,,92 min,"Children & Family Movies, Dramas"
s233,"Wheel of Fortune nan Pat Sajak, Vanna White Pat Sajak and Vanna White host one of TV's most popular, long-running game shows, where players spin a wheel for prizes and solve mystery phrases.",TV Show,United States,"August 25, 2021",2019,,3 Seasons,Reality TV
s234,Count Me In Mark Lo nan This documentary features some of rock's greatest drummers as they come together in an inspiring rhythmic journey about the power of human connection.,Movie,United Kingdom,"August 24, 2021",2021,,82 min,"Documentaries, Music & Musicals"
s235,Oggy Oggy nan nan Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures!,TV Show,nan,"August 24, 2021",2021,,1 Season,"Kids' TV, TV Comedies"
s236,Untold: Caitlyn Jenner Crystal Moselle nan Caitlyn Jenner's unlikely path to Olympic glory was inspirational. But her more challenging road to embracing her true self proved even more meaningful.,Movie,nan,"August 24, 2021",2021,,70 min,"Documentaries, LGBTQ Movies, Sports Movies"
s237,"Boomika Rathindran R Prasad Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Movie,nan,"August 23, 2021",2021,,122 min,"Horror Movies, International Movies, Thrillers"
s238,"Boomika (Hindi) Rathindran R Prasad Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Movie,nan,"August 23, 2021",2021,,122 min,"Horror Movies, International Movies, Thrillers"
s239,"Boomika (Malayalam) Rathindran R Prasad Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Movie,nan,"August 23, 2021",2021,,122 min,"Horror Movies, International Movies, Thrillers"
s240,"Boomika (Telugu) Rathindran R Prasad Aishwarya Rajesh, Vidhu, Surya Ganapathy, Madhuri, Pavel Navageethan, Avantika Vandanapu Paranormal activity at a lush, abandoned property alarms a group eager to redevelop the site, but the eerie events may not be as unearthly as they think.",Movie,nan,"August 23, 2021",2021,,122 min,"Horror Movies, International Movies, Thrillers"
